Url,Response,Final URL
https://opticapublishing.figshare.com/articles/software/codes_of_Multiple-measurement-MPF_rar/13200503/1,200,https://opticapublishing.figshare.com/articles/software/codes_of_Multiple-measurement-MPF_rar/13200503/1
https://onetep.org/,200,https://onetep.org/
https://www.mtg.msm.cam.ac.uk/Codes/AIRSS,200,https://www.mtg.msm.cam.ac.uk/Codes/AIRSS
https://www.mtg.msm.cam.ac.uk/Codes/EDDP,200,https://www.mtg.msm.cam.ac.uk/Codes/EDDP
https://www.mtg.msm.cam.ac.uk/Codes/sheap,200,https://www.mtg.msm.cam.ac.uk/Codes/sheap
http://www.omicanalytics.com/products/proteolabels/,404,http://www.omicanalytics.com/products/proteolabels/
https://zenodo.org/record/7724728,200,https://zenodo.org/records/7724728
https://zenodo.org/doi/10.5281/zenodo.591297,200,https://zenodo.org/records/14058389
http://www.spindynamica.soton.ac.uk,404,http://www.spindynamica.soton.ac.uk/
https://www.ccpn.ac.uk,TooManyRedirectsError
https://www.ccpn.ac.uk,TooManyRedirectsError
http://www.ccpn.ac.uk/v3-software,TooManyRedirectsError
https://www.ccpn.ac.uk/,TooManyRedirectsError
https://www.ccpn.ac.uk/,TooManyRedirectsError
https://www.ccpn.ac.uk/,TooManyRedirectsError
http://www.ccpn.ac.uk/software/analysis,TooManyRedirectsError
https://www.ccpn.ac.uk/,TooManyRedirectsError
http://www.ccpn.ac.uk/v3-software,TooManyRedirectsError
https://github.com/NMRExchangeFormat/NEF/,200,https://github.com/NMRExchangeFormat/NEF/
https://zenodo.org/record/345136#.WMjTes49--L,200,https://zenodo.org/records/345136#.WMjTes49--L
https://CRAN.R-project.org/package=GWmodel,200,https://cran.r-project.org/web/packages/GWmodel/index.html
http://ftp.heanet.ie/mirrors/cran.r-project.org/,404,https://ftp.heanet.ie/mirrors/cran.r-project.org/
https://zenodo.org/record/4495483,200,https://zenodo.org/records/4495484
https://zenodo.org/record/4266743,200,https://zenodo.org/records/4274305
https://github.com/BayesExeter/ExeterUQ,200,https://github.com/BayesExeter/ExeterUQ
http://puma.nerc.ac.uk/trac/KPP_ocean,ConnectionError
https://bitbucket.org/JBADavis/bpga/,404,https://bitbucket.org/JBADavis/bpga/
https://gitlab.ecosystem-modelling.pml.ac.uk/fvcom/pyfvcom,ConnectionError
https://gitlab.ecosystem-modelling.pml.ac.uk/fvcom/fvcom-toolbox,ConnectionError
http://www.starlink.ac.uk/stilts/,ConnectionError
http://www.starlink.ac.uk/topcat/,ConnectionError
https://zenodo.org/record/4744394,200,https://zenodo.org/records/4744395
http://cil.readthedocs.io/en/latest/,404,https://cil.readthedocs.io/en/latest/
https://zenodo.org/record/4744745,200,https://zenodo.org/records/4744746
http://www.genomehubs.org,TooManyRedirectsError
https://eprint.iacr.org/2019/089,200,https://eprint.iacr.org/2019/089
https://github.com/Indicative-Data-Science/gnssmapper,200,https://github.com/Indicative-Data-Science/gnssmapper
https://www.frontiersin.org/articles/10.3389/fimmu.2019.02533/full,200,https://www.frontiersin.org/journals/immunology/articles/10.3389/fimmu.2019.02533/full
https://pubs.acs.org/doi/10.1021/acs.jproteome.9b00238,403,https://pubs.acs.org/doi/10.1021/acs.jproteome.9b00238
https://zenodo.org/record/4594254,200,https://zenodo.org/records/4594254
http://www.castep.org,200,https://www.castep.org/
http://www.castep.org,200,https://www.castep.org/
https://hpdc-gitlab.eeecs.qub.ac.uk/lmukhanov/alea-release.git,ConnectionError
https://doi.org/10.3390/metabo9100219,400,https://www.mdpi.com/2218-1989/9/10/219
http://groups.inf.ed.ac.uk/security/appguarden/tools/EviCheck/,200,https://groups.inf.ed.ac.uk/security/appguarden/tools/EviCheck/
https://github.com/wadpac/sleepsight-analytics-pipeline,200,https://github.com/wadpac/sleepsight-analytics-pipeline
https://zenodo.org/record/6834888,200,https://zenodo.org/records/6834888
https://github.com/eastmallingresearch/crosslink,200,https://github.com/eastmallingresearch/crosslink
https://github.com/JohnstonLab/OMMI,200,https://github.com/JohnstonLab/OMMI
https://zenodo.org/record/6493567,200,https://zenodo.org/records/6493567
https://zenodo.org/record/5185365,200,https://zenodo.org/records/5185365
https://figshare.com/articles/software/Blagrove_et_al_2022_poxvriuses_data_and_code/20485332,200,https://figshare.com/articles/software/Blagrove_et_al_2022_poxvriuses_data_and_code/20485332
http://www.gwoptics.org/finesse/,200,http://www.gwoptics.org/finesse/
https://cran.r-project.org/package=Yamm,200,https://cran.r-project.org/web/packages/Yamm/index.html
https://cran.r-project.org/web/packages/GNAR/index.html,200,https://cran.r-project.org/web/packages/GNAR/index.html
https://cran.r-project.org/web/packages/regspec/index.html,200,https://cran.r-project.org/web/packages/regspec/index.html
https://cran.r-project.org/web/packages/BootWPTOS/index.html,200,https://cran.r-project.org/web/packages/BootWPTOS/index.html
https://cran.r-project.org/web/packages/liftLRD/index.html,200,https://cran.r-project.org/web/packages/liftLRD/index.html
http://cran.r-project.org/web/packages/locits/index.html,200,https://cran.r-project.org/web/packages/locits/index.html
https://cran.r-project.org/web/packages/hwwntest/index.html,200,https://cran.r-project.org/web/packages/hwwntest/index.html
https://cran.r-project.org/web/packages/PP3/index.html,200,https://cran.r-project.org/web/packages/PP3/index.html
http://vprover.org,421,https://easychair.org/
http://www.bonej.org,TooManyRedirectsError
http://psrg.org.uk,200,https://psrg.org.uk/
https://rs.figshare.com/articles/HeLanetss_py_from_A_unifying_modelling_formalism_for_the_integration_of_stoichiometric_and_kinetic_models/12750610/1,200,https://rs.figshare.com/articles/code/HeLanetss_py_from_A_unifying_modelling_formalism_for_the_integration_of_stoichiometric_and_kinetic_models/12750610/1
https://rs.figshare.com/articles/ratecon_py_from_A_unifying_modelling_formalism_for_the_integration_of_stoichiometric_and_kinetic_models/12750595,200,https://rs.figshare.com/articles/code/ratecon_py_from_A_unifying_modelling_formalism_for_the_integration_of_stoichiometric_and_kinetic_models/12750595
https://rs.figshare.com/articles/hillpwlnet_py_from_A_unifying_modelling_formalism_for_the_integration_of_stoichiometric_and_kinetic_models/12750607/1,200,https://rs.figshare.com/articles/code/hillpwlnet_py_from_A_unifying_modelling_formalism_for_the_integration_of_stoichiometric_and_kinetic_models/12750607/1
https://rs.figshare.com/articles/HeLanetss_py_from_A_unifying_modelling_formalism_for_the_integration_of_stoichiometric_and_kinetic_models/12750610,200,https://rs.figshare.com/articles/code/HeLanetss_py_from_A_unifying_modelling_formalism_for_the_integration_of_stoichiometric_and_kinetic_models/12750610
https://rs.figshare.com/articles/modint_py_from_A_unifying_modelling_formalism_for_the_integration_of_stoichiometric_and_kinetic_models/12750613/1,200,https://rs.figshare.com/articles/code/modint_py_from_A_unifying_modelling_formalism_for_the_integration_of_stoichiometric_and_kinetic_models/12750613/1
https://rs.figshare.com/articles/ratecon_py_from_A_unifying_modelling_formalism_for_the_integration_of_stoichiometric_and_kinetic_models/12750595/1,200,https://rs.figshare.com/articles/code/ratecon_py_from_A_unifying_modelling_formalism_for_the_integration_of_stoichiometric_and_kinetic_models/12750595/1
https://rs.figshare.com/articles/hillpwlnet_py_from_A_unifying_modelling_formalism_for_the_integration_of_stoichiometric_and_kinetic_models/12750607,200,https://rs.figshare.com/articles/code/hillpwlnet_py_from_A_unifying_modelling_formalism_for_the_integration_of_stoichiometric_and_kinetic_models/12750607
https://rs.figshare.com/articles/inprod_py_from_A_unifying_modelling_formalism_for_the_integration_of_stoichiometric_and_kinetic_models/12750604/1,200,https://rs.figshare.com/articles/code/inprod_py_from_A_unifying_modelling_formalism_for_the_integration_of_stoichiometric_and_kinetic_models/12750604/1
https://rs.figshare.com/articles/inprod_py_from_A_unifying_modelling_formalism_for_the_integration_of_stoichiometric_and_kinetic_models/12750604,200,https://rs.figshare.com/articles/code/inprod_py_from_A_unifying_modelling_formalism_for_the_integration_of_stoichiometric_and_kinetic_models/12750604
https://rs.figshare.com/articles/modint_py_from_A_unifying_modelling_formalism_for_the_integration_of_stoichiometric_and_kinetic_models/12750613,200,https://rs.figshare.com/articles/code/modint_py_from_A_unifying_modelling_formalism_for_the_integration_of_stoichiometric_and_kinetic_models/12750613
https://arxiv.org/abs/1604.03651,200,https://arxiv.org/abs/1604.03651
https://ui.adsabs.harvard.edu/#abs/2016MNRAS.459.4191S/abstract,200,https://ui.adsabs.harvard.edu/#abs/2016MNRAS.459.4191S/abstract
https://arxiv.org/abs/1701.04833,200,https://arxiv.org/abs/1701.04833
http://harmoni-web.physics.ox.ac.uk/Simulator/simulator.asp,TooManyRedirectsError
https://doi.org/10.17861/f4fab5ef-ae98-4300-8328-ea59e47ff8c6,403,https://researchportal.hw.ac.uk/en/datasets/f4fab5ef-ae98-4300-8328-ea59e47ff8c6
http://www.ucl.ac.uk/lmcb/meshplugin,200,https://www.ucl.ac.uk/lifesciences-faculty/laboratory-molecular-cell-biology
http://www.webcitation.org/query.php?url=https://sourceforge.net/projects/durham-ddpt/&refdoi=10.1186/1471-2105-14-183,200,https://www.webcitation.org:443/query.php?url=https://sourceforge.net/projects/durham-ddpt/&refdoi=10.1186/1471-2105-14-183
https://hoys.space/,200,https://hoys.space/
https://github.com/justyncw/STAR_MELT,200,https://github.com/justyncw/STAR_MELT
http://www.ccp5.ac.uk/DL_POLY/,200,https://www.ccp5.ac.uk/DL_POLY/
https://gitlab.com/drFaustroll/scatola,200,https://gitlab.com/drFaustroll/scatola
https://www.scd.stfc.ac.uk/Pages/DL_POLY.aspx,TooManyRedirectsError
https://gitlab.com/drFaustroll/microMD/,403,https://gitlab.com/users/sign_in
http://www.ccp5.ac.uk/projects/ccp5_cg.shtml,404,https://www.ccp5.ac.uk/projects/ccp5_cg.shtml
https://gitlab.com/ccp5/dl-poly,200,https://gitlab.com/ccp5/dl-poly
https://github.com/trisyoungs/aten,200,https://github.com/trisyoungs/aten
http://www.scd.stfc.ac.uk/research/app/ccg/software/DL_MESO/40694.aspx,TooManyRedirectsError
https://www.scd.stfc.ac.uk/Pages/DL_POLY.aspx,TooManyRedirectsError
http://www.ccp5.ac.uk,200,https://www.ccp5.ac.uk/
http://www.ccp5.ac.uk/DL_POLY/,200,https://www.ccp5.ac.uk/DL_POLY/
https://gitlab.com/drFaustroll/DLWizard,200,https://gitlab.com/drFaustroll/DLWizard
http://www.chemshell.org,TooManyRedirectsError
https://www.chemshell.org,TooManyRedirectsError
https://www.ccp5.ac.uk/DL_MONTE,404,https://www.ccp5.ac.uk/DL_MONTE
https://www.ccp5.ac.uk/DL_ANALYSER,200,https://www.ccp5.ac.uk/DL_ANALYSER/
https://gitlab.com/drFaustroll/dlTables,200,https://gitlab.com/drFaustroll/dlTables
http://www.scd.stfc.ac.uk/SCD/research/app/ccg/software/DL_FIELD/40633.aspx,TooManyRedirectsError
http://www.ccp5.ac.uk/DL_POLY/,200,https://www.ccp5.ac.uk/DL_POLY/
https://ccpforge.cse.rl.ac.uk/gf/project/dlmonte2/,ConnectionError
https://www.scd.stfc.ac.uk/Pages/DL_POLY.aspx,TooManyRedirectsError
https://gitlab.com/drFaustroll/dlpoly-py,200,https://gitlab.com/ccp5/dlpoly-py
http://www.ccp5.ac.uk/projects/ccp5_cg,404,https://www.ccp5.ac.uk/projects/ccp5_cg
https://www.scd.stfc.ac.uk/Pages/DL_POLY.aspx,TooManyRedirectsError
https://doi.org/10.5281/zenodo.60433,404,https://zenodo.org/record/60433
https://zenodo.org/record/581183,200,https://zenodo.org/records/581183
https://github.com/ricklupton/sankeyview,200,https://github.com/ricklupton/floweaver
http://www.firedrakeproject.org,200,https://www.firedrakeproject.org/
http://www.oerc.ox.ac.uk/projects/op2,403,https://oerc.ox.ac.uk/projects/op2
http://op2.github.io/PyOP2/,200,https://op2.github.io/PyOP2/
https://zenodo.org/doi/10.5281/zenodo.10694756,200,https://zenodo.org/records/10694756
https://github.com/swise5/SimpleDriverDemo,200,https://github.com/swise5/SimpleDriverDemo
https://github.com/UCL/artcat,200,https://github.com/UCL/artcat
http://ico2s.org/software/simbiotics.html,200,http://ico2s.org/software/simbiotics.html
http://ico2s.org/software/infobiotics.html,200,http://ico2s.org/software/infobiotics.html
http://www.dnald.org/planner/ACS_sb-2013-00161v_SI.zip,ConnectionError
https://github.com/PRIDE-Utilities/jmzTab,200,https://github.com/PRIDE-Archive/jmzTab
https://github.com/PRIDE-Utilities/ms-data-core-api,200,https://github.com/PRIDE-Archive/ms-data-core-api
https://github.com/IARHeritages,200,https://github.com/IARHeritages
https://github.com/IARHeritages,200,https://github.com/IARHeritages
https://github.com/IARHeritages/HeritageTribalism_BigData,200,https://github.com/IARHeritages/HeritageTribalism_BigData
http://www.biospi.org/research/ms/viz/,403,https://research-information.bris.ac.uk/en/persons/andrew-dowsey
http://www.biospi.org/research/ms/seamass/,403,https://research-information.bris.ac.uk/en/persons/andrew-dowsey
https://dual.sphysics.org,200,https://dual.sphysics.org/
http://www.muscleproject.org/,ConnectionError
https://knaidoo29.github.io/mistreedoc/,200,https://knaidoo29.github.io/mistreedoc/
https://github.com/g-roma/twowaymixer,200,https://github.com/g-roma/twowaymixer
https://github.com/IoSR-Surrey/untwist,200,https://github.com/IoSR-Surrey/untwist
https://github.com/boydorr/rdiversity,200,https://github.com/boydorr/rdiversity
https://github.com/richardreeve/Diversity.jl,200,https://github.com/EcoJulia/Diversity.jl
https://github.com/CogStack/risk-score-builder,200,https://github.com/CogStack/risk-score-builder
https://github.com/ewancarr/NEWS2-COVID-19,200,https://github.com/ewancarr/NEWS2-COVID-19
https://github.com/CogStack/OAC-NLP,200,https://github.com/CogStack/OAC-NLP
https://github.com/KHP-Informatics/ADR-graph,200,https://github.com/KHP-Informatics/ADR-graph
https://github.com/bartongroup/profDGE48,200,https://github.com/bartongroup/profDGE48
https://doi.org/10.5281/zenodo.2661378,404,https://zenodo.org/record/2661378
https://github.com/bartongroup/RATS,200,https://github.com/bartongroup/RATS
https://github.com/bartongroup/RATS,200,https://github.com/bartongroup/RATS
http://www.gla.ac.uk/cfd,200,https://www.gla.ac.uk/schools/engineering/research/asc/researchthemes/modellingandsimulation/
http://mudshark.brookes.ac.uk/ScrumPy,200,https://mudshark.brookes.ac.uk/ScrumPy
https://github.com/AlphaGenes,200,https://github.com/AlphaGenes
https://github.com/AndrewLawrence/dCVnet,200,https://github.com/AndrewLawrence/dCVnet
http://www.roe.ac.uk/~al/oculus-temp.htm,200,https://www.roe.ac.uk/~al/oculus-temp.htm
https://github.com/OMS-NetZero/FAIR,200,https://github.com/OMS-NetZero/FAIR
http://doi.org/10.5281/zenodo.3632569,404,https://zenodo.org/record/3632569
http://github.com/DRI-Cardiff/Keffective,200,https://github.com/DRI-Cardiff/Keffective
https://emd.readthedocs.io/en/latest/,200,https://emd.readthedocs.io/en/latest/
https://ohba-analysis.github.io/osl-docs/,200,https://ohba-analysis.github.io/osl-docs/
https://github.com/BakerEA/POLARIS,200,https://github.com/BakerEA/POLARIS
https://arxiv.org/abs/2103.12139,200,https://arxiv.org/abs/2103.12139
https://zenodo.org/doi/10.5281/zenodo.10710859,200,https://zenodo.org/records/10710859
https://github.com/lschmidtke/shape_templates,200,https://github.com/lschmidtke/shape_templates
http://lammps.sandia.gov/history.html,TooManyRedirectsError
https://github.com/bresmegroup/janus-spatial-control.git,200,https://github.com/bresmegroup/janus-spatial-control
https://aip.scitation.org/doi/10.1063/5.0074912,403,https://pubs.aip.org/aip/jcp/article/156/4/044701/2840763/Heterogeneous-thermal-conductance-of-nanoparticle
https://doi.org/10.1007/978-3-030-80439-8_13,404,https://link.springer.com/10.1007/978-3-030-80439-8_13
https://zenodo.org/record/6628486,200,https://zenodo.org/records/6628486
https://meetingorganizer.copernicus.org/EGU22/EGU22-5807.html,200,https://meetingorganizer.copernicus.org/EGU22/EGU22-5807.html
https://zenodo.org/record/6327871,200,https://zenodo.org/records/6327871
http://eprints.soton.ac.uk/id/eprint/428655,200,https://eprints.soton.ac.uk/428655/
https://eprints.soton.ac.uk/428655/,200,https://eprints.soton.ac.uk/428655/
https://link.springer.com/chapter/10.1007/978-3-030-80439-8_12,404,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Flink.springer.com%2Fchapter%2F10.1007%2F978-3-030-80439-8_12
https://eprints.soton.ac.uk/428655/,200,https://eprints.soton.ac.uk/428655/
https://doi.org/10.1007/978-3-030-80439-8_12,404,https://link.springer.com/10.1007/978-3-030-80439-8_12
http://psrg.org.uk,200,https://psrg.org.uk/
https://github.com/acidrepo/collusion_potential_detector,200,https://github.com/acidrepo/collusion_potential_detector
http://personal.rhul.ac.uk/udai/003/colluding_apps.zip,404,http://personal.rhul.ac.uk/udai/003/colluding_apps.zip
https://cran.r-project.org/web/packages/greatR/index.html,200,https://cran.r-project.org/web/packages/greatR/index.html
https://github.com/AzmHmd/DeepPod.git,200,https://github.com/AzmHmd/DeepPod
https://zenodo.org/doi/10.5281/zenodo.10610811,200,https://zenodo.org/records/10610811
https://doi.org/10.5281/zenodo.10707407,404,https://zenodo.org/doi/10.5281/zenodo.10707407
https://doi.org/10.5281/zenodo.10732265,404,https://zenodo.org/doi/10.5281/zenodo.10732265
http://purl.oclc.org/NET/cudaMap,TooManyRedirectsError
http://go.qub.ac.uk/QUADrATiC,404,https://drive.google.com/file/d/0B9IZCYPQQ-xWY1pEbl9RdDBvZjA/view?usp=sharing
http://ftp://ftp.ebi.ac.uk/pub/databases/Pfam/Tools,ConnectionError
https://www.ebi.ac.uk/interpro/interproscan.html,200,https://www.ebi.ac.uk/interpro/interproscan.html
http://www.rothamsted.ac.uk/mas-models/larswg,404,https://www.rothamsted.ac.uk/mas-models/larswg
https://github.com/AlphaGenes/AlphaPhase,200,https://github.com/AlphaGenes/AlphaPhase
https://github.com/AlphaGenes,200,https://github.com/AlphaGenes
https://github.com/AlphaGenes/AlphaImpute2,200,https://github.com/AlphaGenes/AlphaImpute2
https://github.com/AlphaGenes/AlphaSimR,200,https://github.com/AlphaGenes/AlphaSimR
https://github.com/AlphaGenes/AlphaAssign,200,https://github.com/AlphaGenes/AlphaAssign
http://www.alphagenes.roslin.ed.ac.uk/alphasuite-softwares/alphasim/,TooManyRedirectsError
https://github.com/AlphaGenes/AlphaPeel,200,https://github.com/AlphaGenes/AlphaPeel
https://zenodo.org/record/3541079,200,https://zenodo.org/records/3541080
https://zenodo.org/record/3739235,200,https://zenodo.org/records/3739236
https://github.com/isabelle-utp/Hybrid-Verification,200,https://github.com/isabelle-utp/Hybrid-Verification
https://isabelle-utp.york.ac.uk/,200,https://isabelle-utp.york.ac.uk/
https://zenodo.org/record/3541080,200,https://zenodo.org/records/3541080
https://zenodo.org/record/3739236,200,https://zenodo.org/records/3739236
https://github.com/isabelle-utp/interaction-trees,200,https://github.com/isabelle-utp/interaction-trees
http://inlabru.org/,404,https://sites.google.com/inlabru.org/inlabru
https://github.com/johnveitch/cpnest,200,https://github.com/johnveitch/cpnest
https://www.lsc-group.phys.uwm.edu/daswg/projects/lal/nightly/docs/html/group__ch__inference.html,ConnectionError
https://github.com/lukasz-migas/ORIGAMI,200,https://github.com/lukasz-migas/ORIGAMI
https://drops.dagstuhl.de/entities/document/10.4230/DARTS.8.2.9,200,https://drops.dagstuhl.de/entities/document/10.4230/DARTS.8.2.9
https://link.springer.com/chapter/10.1007/978-3-031-35361-1_11#chapter-info,404,https://idp.springer.com/authorize?response_type=cookie&client_id=springerlink&redirect_uri=https%3A%2F%2Flink.springer.com%2Fchapter%2F10.1007%2F978-3-031-35361-1_11#chapter-info
https://drops.dagstuhl.de/entities/document/10.4230/DARTS.9.2.10,200,https://drops.dagstuhl.de/entities/document/10.4230/DARTS.9.2.10
https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.CONCUR.2022.35,200,https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.CONCUR.2022.35
https://zenodo.org/record/5786034,200,https://zenodo.org/records/5786034
https://drops.dagstuhl.de/entities/document/10.4230/DARTS.8.2.21,200,https://drops.dagstuhl.de/entities/document/10.4230/DARTS.8.2.21
https://dl.acm.org/doi/10.1145/3563331,403,https://dl.acm.org/doi/10.1145/3563331
https://zenodo.org/record/7974824,200,https://zenodo.org/records/7974824
https://biomodelanalyzer.org/,200,https://biomodelanalyzer.org/
https://github.com/soli/casq,200,https://github.com/soli/casq
https://github.com/michaelhall28/darwinian_shift,200,https://github.com/michaelhall28/darwinian_shift
https://www.sciencedirect.com/science/article/pii/S0969212620300125,403,https://www.sciencedirect.com/science/article/pii/S0969212620300125
https://github.com/baawolf,200,https://github.com/baawolf
http://cx.tools,200,https://cx.tools/
http://wwpdb.org/validation/validation-reports,TooManyRedirectsError
https://academic.oup.com/plphys/article/183/2/468/6116394?login=true,403,https://academic.oup.com/plphys/article/183/2/468/6116394?login=true
https://github.com/steuernb/MutChromSeq,200,https://github.com/steuernb/MutChromSeq
https://github.com/steuernb/MutantHunter/,200,https://github.com/steuernb/MutantHunter/
http://vprover.org,421,https://easychair.org/
http://www.biochem.ucl.ac.uk/hansen/sider/,ConnectionError
https://figshare.shef.ac.uk/articles/software/Supplementary_Material_A_Quality_Control_Check_to_Ensure_Comparability_of_Stereophotogrammetric_Data_between_Sessions_and_Systems/16780678/2,TooManyRedirectsError
https://figshare.shef.ac.uk/articles/software/Supplementary_material_for_An_algorithm_for_accurate_marker-based_gait_event_detection_in_healthy_and_pathological_populations_during_complex_motor_tasks_/19102619,TooManyRedirectsError
https://figshare.shef.ac.uk/articles/software/Supplementary_material_for_An_algorithm_for_accurate_marker-based_gait_event_detection_in_healthy_and_pathological_populations_during_complex_motor_tasks_/19102619/1,TooManyRedirectsError
http://www.grchombo.org,200,https://www.grchombo.org/
http://ftp://ftp.essex.ac.uk/pub/oyster/polarization,ConnectionError
http://stir.sourceforge.net,200,https://stir.sourceforge.net/
https://cran.r-project.org/web/packages/CARBayes/index.html,200,https://cran.r-project.org/web/packages/CARBayes/index.html
http://cs.bham.ac.uk/~szh/software.xhtml,404,https://www.birmingham.ac.uk/schools/computer-science/
http://hdrvdp.sourceforge.net/wiki/,200,https://hdrvdp.sourceforge.net/wiki/
https://zenodo.org/record/5797734,200,https://zenodo.org/records/5797735
https://CRAN.R-project.org/package=GWmodel,200,https://cran.r-project.org/web/packages/GWmodel/index.html
http://eprints.whiterose.ac.uk/136636/1/cuttingroomdemo_preprint.pdf,200,https://eprints.whiterose.ac.uk/id/eprint/136636/1/cuttingroomdemo_preprint.pdf
https://eprints.whiterose.ac.uk/170419/1/Echo_Suite_Brochure_2020_Final.pdf,200,https://eprints.whiterose.ac.uk/id/eprint/170419/1/Echo_Suite_Brochure_2020_Final.pdf
https://www.york.ac.uk/news-and-events/news/2017/research/echo-esports-tool/,200,https://www.york.ac.uk/news-and-events/news/2017/research/echo-esports-tool/
https://www.york.ac.uk/digital-heritage/events/debs-funding/,200,https://www.york.ac.uk/digital-heritage/events/debs-funding/
https://github.com/AlloSphere-Research-Group/AlloSystem,200,https://github.com/AlloSphere-Research-Group/AlloSystem
https://www.digitalcreativity.ac.uk/creations/dc-labs-summer-school-2017-decision-making-ai-games,ConnectionError
https://www-users.cs.york.ac.uk/vicky/myPapers/SensorDrone_Flyer.pdf,200,https://www-users.york.ac.uk/~vjh5/myPapers/SensorDrone_Flyer.pdf
http://eprints.whiterose.ac.uk/136636/1/cuttingroomdemo_preprint.pdf,200,https://eprints.whiterose.ac.uk/id/eprint/136636/1/cuttingroomdemo_preprint.pdf
https://www.york.ac.uk/news-and-events/news/2017/research/echo-esports-tool/,200,https://www.york.ac.uk/news-and-events/news/2017/research/echo-esports-tool/
https://www.york.ac.uk/news-and-events/news/2017/research/echo-esports-tool/,200,https://www.york.ac.uk/news-and-events/news/2017/research/echo-esports-tool/
